プログラムNo.2,,,,,,,,,,,,,,,
,層番号,材料番号,物質名,ML数,層厚[nm],比誘電率,有効質量,障壁の高さ,谷,分割数,NX,EF,仕事関数,電荷量,
13.547,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5501,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5532,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.02E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5563,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.02E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5594,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.02E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5625,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.02E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5656,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.02E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5687,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5718,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5749,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.578,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5811,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5842,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.01E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5873,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.00E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5904,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.00E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5935,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.00E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5966,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.00E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.5997,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.98E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6028,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.97E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6059,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.95E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.609,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.94E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6121,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.92E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6152,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.91E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6183,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.89E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.84E+00,1.83E+00
13.6214,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.88E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6245,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.86E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6276,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.85E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6307,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.83E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6338,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.82E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6369,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.81E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.64,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.79E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6431,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.78E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6462,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.77E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6493,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.76E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6524,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.74E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6555,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.73E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6586,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.72E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6617,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.71E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6648,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.70E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6679,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.69E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.671,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.68E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6741,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.66E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6772,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.65E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6803,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.64E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6834,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.64E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6865,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.63E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6896,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.62E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6927,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.61E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6958,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.60E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.6989,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.59E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.702,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.58E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7051,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.58E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7082,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.57E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7113,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.56E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7144,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.55E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7175,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.55E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7206,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.54E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7237,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.53E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7268,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.53E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7299,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.52E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.733,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.52E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7361,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.51E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7392,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.51E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7423,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7454,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7485,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7516,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7547,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7578,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7609,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.764,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7671,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7702,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7733,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7764,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7795,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7826,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7857,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7888,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.7919,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.85E+00,1.83E+00
13.795,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.7981,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8012,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8043,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.48E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8074,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8105,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8136,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.49E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8167,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8198,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.85E+00,1.83E+00
13.8229,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.50E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.826,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.51E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8291,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.51E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8322,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.52E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8353,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.52E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8384,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.53E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8415,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.53E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8446,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.54E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8477,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.54E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8508,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.55E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8539,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.56E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.857,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.56E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8601,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.57E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8632,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.58E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8663,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.59E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8694,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.59E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8725,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.60E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8756,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.61E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8787,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.62E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8818,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.63E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8849,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.64E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.888,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.65E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.84E+00,1.83E+00
13.8911,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.66E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.8942,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.67E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.8973,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.68E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9004,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.69E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9035,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.70E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9066,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.71E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9097,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.72E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9128,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.74E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9159,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.75E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.919,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.76E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9221,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.77E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9252,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.79E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9283,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.80E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9314,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.81E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
13.9345,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,9.83E-01,1.22E+00,1.24E+00,1.26E+00,1.68E+00,1.79E+00,1.83E+00,1.83E+00
